Station_ID,Date,Month,Year,Holiday,Weekend,Hour,Temperature,Load
1,6,1,2005,0,0,23,57,152.605
1,6,1,2005,0,0,24,56,128.032
1,7,1,2005,0,0,1,55,111.621
1,7,1,2005,0,0,2,53,105.98
1,7,1,2005,0,0,3,52,104.822
1,7,1,2005,0,0,4,51,106.6
1,7,1,2005,0,0,5,51,113.536
1,7,1,2005,0,0,6,50,136.573
1,7,1,2005,0,0,7,49,178.342
1,7,1,2005,0,0,8,49,184.53
1,7,1,2005,0,0,9,49,165.119
1,7,1,2005,0,0,10,55,158.12
1,7,1,2005,0,0,11,60,150.052
1,7,1,2005,0,0,12,65,143.043
1,7,1,2005,0,0,13,68,139.199
1,7,1,2005,0,0,14,70,134.826
1,7,1,2005,0,0,15,72,131.926
1,7,1,2005,0,0,16,72,134.451
1,7,1,2005,0,0,17,72,141.841
1,7,1,2005,0,0,18,68,167.857
1,7,1,2005,0,0,19,64,187.906
1,7,1,2005,0,0,20,61,182.566
1,7,1,2005,0,0,21,59,177.1
1,7,1,2005,0,0,22,58,167.515
1,7,1,2005,0,0,23,57,154.516
1,7,1,2005,0,0,24,56,135.599
1,8,1,2005,0,1,1,55,120.29
1,8,1,2005,0,1,2,53,111.896
1,8,1,2005,0,1,3,52,108.874
1,8,1,2005,0,1,4,52,109.066
1,8,1,2005,0,1,5,51,111.348
1,8,1,2005,0,1,6,50,116.849
1,8,1,2005,0,1,7,49,126.358
1,8,1,2005,0,1,8,49,140.613
1,8,1,2005,0,1,9,49,157.33
1,8,1,2005,0,1,10,54,168.881
1,8,1,2005,0,1,11,59,171.513
1,8,1,2005,0,1,12,63,168.229
1,8,1,2005,0,1,13,65,161.64
1,8,1,2005,0,1,14,68,154.324
1,8,1,2005,0,1,15,69,148.935
1,8,1,2005,0,1,16,69,146.992
1,8,1,2005,0,1,17,69,149.77
1,8,1,2005,0,1,18,65,166.561
1,8,1,2005,0,1,19,60,186.506
1,8,1,2005,0,1,20,57,182.54
1,8,1,2005,0,1,21,55,177.851
1,8,1,2005,0,1,22,53,169.805
1,8,1,2005,0,1,23,52,158.842
1,8,1,2005,0,1,24,51,142.696
1,9,1,2005,0,1,1,50,129.81
1,9,1,2005,0,1,2,48,122.627
1,9,1,2005,0,1,3,47,122.176
1,9,1,2005,0,1,4,46,124.299
1,9,1,2005,0,1,5,45,128.616
1,9,1,2005,0,1,6,44,136.82
1,9,1,2005,0,1,7,43,150.386
1,9,1,2005,0,1,8,43,172.917
1,9,1,2005,0,1,9,43,199.872
1,9,1,2005,0,1,10,50,198.357
1,9,1,2005,0,1,11,55,180.796
1,9,1,2005,0,1,12,50,166.886
1,9,1,2005,0,1,13,51,161.394
1,9,1,2005,0,1,14,51,154.025
1,9,1,2005,0,1,15,52,146.333
1,9,1,2005,0,1,16,52,144.689
1,9,1,2005,0,1,17,51,151.287
1,9,1,2005,0,1,18,47,176.959
1,9,1,2005,0,1,19,46,208.47
1,9,1,2005,0,1,20,46,214.137
1,9,1,2005,0,1,21,53,212.432
1,9,1,2005,0,1,22,52,199.38
1,9,1,2005,0,1,23,51,179.452
1,9,1,2005,0,1,24,50,158.126
1,10,1,2005,0,0,1,49,147.595
1,10,1,2005,0,0,2,47,145.742
1,10,1,2005,0,0,3,46,148.706
1,10,1,2005,0,0,4,45,153.038
1,10,1,2005,0,0,5,44,161.992
1,10,1,2005,0,0,6,43,186.216
1,10,1,2005,0,0,7,42,225.06
1,10,1,2005,0,0,8,42,225.025
1,10,1,2005,0,0,9,42,200.362
1,10,1,2005,0,0,10,46,181.581
1,10,1,2005,0,0,11,50,166.361
1,10,1,2005,0,0,12,53,152.977
1,10,1,2005,0,0,13,55,142.607
1,10,1,2005,0,0,14,57,135.239
1,10,1,2005,0,0,15,58,130.964
1,10,1,2005,0,0,16,58,133.051
1,10,1,2005,0,0,17,58,144.8
1,10,1,2005,0,0,18,56,176.668
1,10,1,2005,0,0,19,52,207.927
1,10,1,2005,0,0,20,50,211.89
1,10,1,2005,0,0,21,49,208.58
1,10,1,2005,0,0,22,48,194.433
1,10,1,2005,0,0,23,47,169.332
1,10,1,2005,0,0,24,46,146.884
1,11,1,2005,0,0,1,46,134.621
1,11,1,2005,0,0,2,44,132.008
1,11,1,2005,0,0,3,44,133.114
1,11,1,2005,0,0,4,43,136.257
1,11,1,2005,0,0,5,42,146.041
1,11,1,2005,0,0,6,42,171.008
1,11,1,2005,0,0,7,41,211.266
1,11,1,2005,0,0,8,41,213.171
1,11,1,2005,0,0,9,41,190.843
1,11,1,2005,0,0,10,47,175.15
1,11,1,2005,0,0,11,53,161.211
1,11,1,2005,0,0,12,57,149.756
1,11,1,2005,0,0,13,61,140.731
1,11,1,2005,0,0,14,63,133.966
1,11,1,2005,0,0,15,65,130.015
1,11,1,2005,0,0,16,65,133.216
1,11,1,2005,0,0,17,65,144.086
1,11,1,2005,0,0,18,62,174.329
1,11,1,2005,0,0,19,58,206.557
1,11,1,2005,0,0,20,55,210.775
1,11,1,2005,0,0,21,54,205.993
1,11,1,2005,0,0,22,52,190.819
1,11,1,2005,0,0,23,51,167.032
1,11,1,2005,0,0,24,51,143.249
1,12,1,2005,0,0,1,50,129.382
1,12,1,2005,0,0,2,48,125.572
1,12,1,2005,0,0,3,47,124.442
1,12,1,2005,0,0,4,46,125.661
1,12,1,2005,0,0,5,46,132.579
1,12,1,2005,0,0,6,45,154.815
1,12,1,2005,0,0,7,44,193.491
1,12,1,2005,0,0,8,44,192.783
1,12,1,2005,0,0,9,44,170.273
1,12,1,2005,0,0,10,50,157.45
1,12,1,2005,0,0,11,54,147.7
1,12,1,2005,0,0,12,58,140.526
1,12,1,2005,0,0,13,61,136.022
1,12,1,2005,0,0,14,63,131.55
1,12,1,2005,0,0,15,65,128.767
1,12,1,2005,0,0,16,65,131.11
1,12,1,2005,0,0,17,65,142.399
1,12,1,2005,0,0,18,63,171.462
1,12,1,2005,0,0,19,61,197.226
1,12,1,2005,0,0,20,59,195.826
1,12,1,2005,0,0,21,58,188.256
1,12,1,2005,0,0,22,57,175.693
1,12,1,2005,0,0,23,57,148.797
1,12,1,2005,0,0,24,56,122.052
1,13,1,2005,0,0,1,55,106.016
1,13,1,2005,0,0,2,54,99.295
1,13,1,2005,0,0,3,54,96.127
1,13,1,2005,0,0,4,53,95.773
1,13,1,2005,0,0,5,53,100.854
1,13,1,2005,0,0,6,53,120.561
1,13,1,2005,0,0,7,52,158.879
1,13,1,2005,0,0,8,52,162.411
1,13,1,2005,0,0,9,52,144.819
1,13,1,2005,0,0,10,57,138.803
1,13,1,2005,0,0,11,62,135.346
1,13,1,2005,0,0,12,66,132.351
1,13,1,2005,0,0,13,68,130.687
1,13,1,2005,0,0,14,70,129.387
1,13,1,2005,0,0,15,72,127.958
1,13,1,2005,0,0,16,72,130.99
1,13,1,2005,0,0,17,72,141.433
1,13,1,2005,0,0,18,70,167.438
1,13,1,2005,0,0,19,67,192.056
1,13,1,2005,0,0,20,68,194.207
1,13,1,2005,0,0,21,68,187.826
1,13,1,2005,0,0,22,68,173.347
1,13,1,2005,0,0,23,69,148.434
1,13,1,2005,0,0,24,70,122.736
1,14,1,2005,0,0,1,68,105.389
1,14,1,2005,0,0,2,68,97.724
1,14,1,2005,0,0,3,68,94.228
1,14,1,2005,0,0,4,68,93.822
1,14,1,2005,0,0,5,61,97.799
1,14,1,2005,0,0,6,59,116.107
1,14,1,2005,0,0,7,57,152.821
1,14,1,2005,0,0,8,55,162.453
1,14,1,2005,0,0,9,55,150.47
1,14,1,2005,0,0,10,54,150.482
1,14,1,2005,0,0,11,54,153.648
1,14,1,2005,0,0,12,51,154.938
1,14,1,2005,0,0,13,50,154.534
1,14,1,2005,0,0,14,50,153.547
1,14,1,2005,0,0,15,49,154.834
1,14,1,2005,0,0,16,48,161.616
1,14,1,2005,0,0,17,55,171.516
1,14,1,2005,0,0,18,46,194.189
1,14,1,2005,0,0,19,44,221.777
1,14,1,2005,0,0,20,42,221.993
1,14,1,2005,0,0,21,41,221.169
1,14,1,2005,0,0,22,40,215.464
1,14,1,2005,0,0,23,40,205.282
1,14,1,2005,0,0,24,38,191.128
1,15,1,2005,0,1,1,36,180.275
1,15,1,2005,0,1,2,35,177.508
1,15,1,2005,0,1,3,39,179.321
1,15,1,2005,0,1,4,38,182.861
1,15,1,2005,0,1,5,37,189.729
1,15,1,2005,0,1,6,34,198.356
1,15,1,2005,0,1,7,34,210.537
1,15,1,2005,0,1,8,34,228.506
1,15,1,2005,0,1,9,36,248.676
1,15,1,2005,0,1,10,36,251.226
1,15,1,2005,0,1,11,39,237.864
1,15,1,2005,0,1,12,41,222.535
1,15,1,2005,0,1,13,41,207.697
1,15,1,2005,0,1,14,41,197.81
1,15,1,2005,0,1,15,41,192.453
1,15,1,2005,0,1,16,41,194.762
1,15,1,2005,0,1,17,41,206.554
1,15,1,2005,0,1,18,37,227.982
1,15,1,2005,0,1,19,37,247.555
1,15,1,2005,0,1,20,37,244.176
1,15,1,2005,0,1,21,36,242.706
1,15,1,2005,0,1,22,36,234.982
1,15,1,2005,0,1,23,36,223.998
1,15,1,2005,0,1,24,36,206.878
1,16,1,2005,0,1,1,36,192.905
1,16,1,2005,0,1,2,34,187.453
1,16,1,2005,0,1,3,34,185.873
1,16,1,2005,0,1,4,34,187.231
1,16,1,2005,0,1,5,33,190.408
1,16,1,2005,0,1,6,34,196.564
1,16,1,2005,0,1,7,34,207.381
1,16,1,2005,0,1,8,32,228.103
1,16,1,2005,0,1,9,32,252.651
1,16,1,2005,0,1,10,34,248.134
1,16,1,2005,0,1,11,36,222.404
1,16,1,2005,0,1,12,41,203.278
1,16,1,2005,0,1,13,43,193.33
1,16,1,2005,0,1,14,43,181.874
1,16,1,2005,0,1,15,44,170.527
1,16,1,2005,0,1,16,44,166.02
1,16,1,2005,0,1,17,43,174.584
1,16,1,2005,0,1,18,41,203.483
1,16,1,2005,0,1,19,37,237.121
1,16,1,2005,0,1,20,37,244.812
1,16,1,2005,0,1,21,35,245.629
1,16,1,2005,0,1,22,34,238.291
1,16,1,2005,0,1,23,34,223.395
1,16,1,2005,0,1,24,33,207.964
1,17,1,2005,1,0,1,29,200.574
1,17,1,2005,1,0,2,28,202.903
1,17,1,2005,1,0,3,27,209.625
1,17,1,2005,1,0,4,26,218.355
1,17,1,2005,1,0,5,26,231.274
1,17,1,2005,1,0,6,25,254.807
1,17,1,2005,1,0,7,24,281.082
1,17,1,2005,1,0,8,24,293.976
1,17,1,2005,1,0,9,24,292.942
1,17,1,2005,1,0,10,31,285.15
1,17,1,2005,1,0,11,37,273.437
1,17,1,2005,1,0,12,30,257.319
1,17,1,2005,1,0,13,31,240.838
1,17,1,2005,1,0,14,32,228.109
1,17,1,2005,1,0,15,33,219.542
1,17,1,2005,1,0,16,33,220.037
1,17,1,2005,1,0,17,32,235.461
1,17,1,2005,1,0,18,31,279.107
1,17,1,2005,1,0,19,28,319.404
1,17,1,2005,1,0,20,35,327.282
1,17,1,2005,1,0,21,32,325.066
1,17,1,2005,1,0,22,30,311.024
1,17,1,2005,1,0,23,29,287.114
1,17,1,2005,1,0,24,28,267.387
1,18,1,2005,0,0,1,26,259.416
1,18,1,2005,0,0,2,24,261.588
1,18,1,2005,0,0,3,23,267.033
1,18,1,2005,0,0,4,22,273.639
1,18,1,2005,0,0,5,21,285.307
1,18,1,2005,0,0,6,20,314.389
1,18,1,2005,0,0,7,19,356.132
1,18,1,2005,0,0,8,18,353.248
1,18,1,2005,0,0,9,18,320.226
1,18,1,2005,0,0,10,23,307.518
1,18,1,2005,0,0,11,27,280.995
1,18,1,2005,0,0,12,30,258.837
1,18,1,2005,0,0,13,33,240.121
1,18,1,2005,0,0,14,35,224.689
1,18,1,2005,0,0,15,36,215.725
1,18,1,2005,0,0,16,36,216.815
1,18,1,2005,0,0,17,36,234.608
1,18,1,2005,0,0,18,33,278.461
1,18,1,2005,0,0,19,30,324.092
1,18,1,2005,0,0,20,27,337.256
1,18,1,2005,0,0,21,25,335.566
1,18,1,2005,0,0,22,24,325.843
1,18,1,2005,0,0,23,23,308.797
1,18,1,2005,0,0,24,22,290.285
1,19,1,2005,0,0,1,21,284.984
1,19,1,2005,0,0,2,20,288.658
1,19,1,2005,0,0,3,19,295.093
1,19,1,2005,0,0,4,18,301.772
1,19,1,2005,0,0,5,18,308.911
1,19,1,2005,0,0,6,17,332.116
1,19,1,2005,0,0,7,16,360.064
1,19,1,2005,0,0,8,16,345.789
1,19,1,2005,0,0,9,16,331.565
1,19,1,2005,0,0,10,20,312.474
1,19,1,2005,0,0,11,24,303.797
1,19,1,2005,0,0,12,27,294.8
1,19,1,2005,0,0,13,29,285.993
1,19,1,2005,0,0,14,31,274.521
1,19,1,2005,0,0,15,32,265.761
1,19,1,2005,0,0,16,32,257.305
1,19,1,2005,0,0,17,32,261.769
1,19,1,2005,0,0,18,30,288.019
1,19,1,2005,0,0,19,28,317.864
1,19,1,2005,0,0,20,30,318.17
1,19,1,2005,0,0,21,28,308.79
1,19,1,2005,0,0,22,28,297.276
1,19,1,2005,0,0,23,28,271.815
1,19,1,2005,0,0,24,28,247.432
1,20,1,2005,0,0,1,27,235.229
1,20,1,2005,0,0,2,27,233.242
1,20,1,2005,0,0,3,27,235.681
1,20,1,2005,0,0,4,27,236.964
1,20,1,2005,0,0,5,25,245.418
1,20,1,2005,0,0,6,28,268.225
1,20,1,2005,0,0,7,28,304.566
1,20,1,2005,0,0,8,28,303.892
1,20,1,2005,0,0,9,32,279.485
1,20,1,2005,0,0,10,36,258.289
1,20,1,2005,0,0,11,41,240.131
1,20,1,2005,0,0,12,30,219.473
1,20,1,2005,0,0,13,33,202.36
1,20,1,2005,0,0,14,35,192.638
1,20,1,2005,0,0,15,36,186.54
1,20,1,2005,0,0,16,36,189.07
1,20,1,2005,0,0,17,36,203.319
1,20,1,2005,0,0,18,35,231.841
1,20,1,2005,0,0,19,34,259.914
1,20,1,2005,0,0,20,33,263.199
1,20,1,2005,0,0,21,32,258.606
1,20,1,2005,0,0,22,32,242.418
1,20,1,2005,0,0,23,31,218.103
1,20,1,2005,0,0,24,31,193.151
1,21,1,2005,0,0,1,31,179.704
1,21,1,2005,0,0,2,30,175.397
1,21,1,2005,0,0,3,30,175.158
1,21,1,2005,0,0,4,30,176.88
1,21,1,2005,0,0,5,30,185.019
1,21,1,2005,0,0,6,29,207.375
1,21,1,2005,0,0,7,29,241.3
1,21,1,2005,0,0,8,29,247.239
1,21,1,2005,0,0,9,29,235.309
1,21,1,2005,0,0,10,34,227.239
1,21,1,2005,0,0,11,38,215.684
1,21,1,2005,0,0,12,41,205.361
1,21,1,2005,0,0,13,44,201.442
1,21,1,2005,0,0,14,46,202.635
1,21,1,2005,0,0,15,47,205.42
1,21,1,2005,0,0,16,47,212.997
1,21,1,2005,0,0,17,47,228.452
1,21,1,2005,0,0,18,45,251.824
1,21,1,2005,0,0,19,42,269.551
1,21,1,2005,0,0,20,39,266.494
1,21,1,2005,0,0,21,38,261.928
1,21,1,2005,0,0,22,37,254.107
1,21,1,2005,0,0,23,36,240.862
1,21,1,2005,0,0,24,35,224.914
1,22,1,2005,0,1,1,35,211.407
1,22,1,2005,0,1,2,33,205.399
1,22,1,2005,0,1,3,33,204.129
1,22,1,2005,0,1,4,32,204.627
1,22,1,2005,0,1,5,32,209.571
1,22,1,2005,0,1,6,31,217.503
1,22,1,2005,0,1,7,30,227.79
1,22,1,2005,0,1,8,30,246.128
1,22,1,2005,0,1,9,30,270.051
1,22,1,2005,0,1,10,35,289.671
1,22,1,2005,0,1,11,38,298.107
1,22,1,2005,0,1,12,30,301.507
1,22,1,2005,0,1,13,31,297.191
1,22,1,2005,0,1,14,31,290.3
1,22,1,2005,0,1,15,32,281.685
1,22,1,2005,0,1,16,33,277.839
1,22,1,2005,0,1,17,33,281.861
1,22,1,2005,0,1,18,40,291.907
1,22,1,2005,0,1,19,39,297.724
1,22,1,2005,0,1,20,35,286.837
1,22,1,2005,0,1,21,33,274.6
1,22,1,2005,0,1,22,32,259.595
1,22,1,2005,0,1,23,31,244.685
1,22,1,2005,0,1,24,30,234.245
1,23,1,2005,0,1,1,28,231.264
1,23,1,2005,0,1,2,26,233.897
1,23,1,2005,0,1,3,25,242.958
1,23,1,2005,0,1,4,24,254.297
1,23,1,2005,0,1,5,23,265.77
1,23,1,2005,0,1,6,22,279.114
1,23,1,2005,0,1,7,22,296.478
1,23,1,2005,0,1,8,21,318.86
1,23,1,2005,0,1,9,21,338.111
1,23,1,2005,0,1,10,26,335.047
1,23,1,2005,0,1,11,30,320.372
1,23,1,2005,0,1,12,33,306.795
1,23,1,2005,0,1,13,35,294.627
1,23,1,2005,0,1,14,37,279.795
1,23,1,2005,0,1,15,38,268.075
1,23,1,2005,0,1,16,38,263.286
1,23,1,2005,0,1,17,38,272.544
1,23,1,2005,0,1,18,35,304.78
1,23,1,2005,0,1,19,31,341.965
1,23,1,2005,0,1,20,27,349.093
1,23,1,2005,0,1,21,25,348.31
1,23,1,2005,0,1,22,23,335.177
1,23,1,2005,0,1,23,22,314.124
1,23,1,2005,0,1,24,21,293.906
1,24,1,2005,0,0,1,19,285.756
1,24,1,2005,0,0,2,18,287.779
1,24,1,2005,0,0,3,18,293.076
1,24,1,2005,0,0,4,18,301.029
1,24,1,2005,0,0,5,16,315.507
1,24,1,2005,0,0,6,14,345.954
1,24,1,2005,0,0,7,12,381.175
1,24,1,2005,0,0,8,14,381.629
1,24,1,2005,0,0,9,19,350.003
1,24,1,2005,0,0,10,27,319.531
1,24,1,2005,0,0,11,30,272.814
1,24,1,2005,0,0,12,34,243.989
1,24,1,2005,0,0,13,36,226.498
1,24,1,2005,0,0,14,37,209.935
1,24,1,2005,0,0,15,32,200.318
1,24,1,2005,0,0,16,32,207.992
1,24,1,2005,0,0,17,32,227.708
1,24,1,2005,0,0,18,30,253.645
1,24,1,2005,0,0,19,35,286.823
1,24,1,2005,0,0,20,25,291.115
1,24,1,2005,0,0,21,23,285.784
1,24,1,2005,0,0,22,22,272.3
1,24,1,2005,0,0,23,22,246.256
1,24,1,2005,0,0,24,21,224.246
1,25,1,2005,0,0,1,20,213.475
1,25,1,2005,0,0,2,19,213.005
1,25,1,2005,0,0,3,18,216.37
1,25,1,2005,0,0,4,18,222.29
1,25,1,2005,0,0,5,17,232.86
1,25,1,2005,0,0,6,17,258.682
1,25,1,2005,0,0,7,26,299.115
1,25,1,2005,0,0,8,25,297.337
1,25,1,2005,0,0,9,34,268.285
1,25,1,2005,0,0,10,39,233.501
1,25,1,2005,0,0,11,45,204.264
1,25,1,2005,0,0,12,37,182.897
1,25,1,2005,0,0,13,41,166.953
1,25,1,2005,0,0,14,44,155.795
1,25,1,2005,0,0,15,46,147.889
1,25,1,2005,0,0,16,46,147.757
1,25,1,2005,0,0,17,46,158.238
1,25,1,2005,0,0,18,44,185.577
1,25,1,2005,0,0,19,40,228.626
1,25,1,2005,0,0,20,46,240.833
1,25,1,2005,0,0,21,43,239.817
1,25,1,2005,0,0,22,41,232.333
1,25,1,2005,0,0,23,39,211.542
1,25,1,2005,0,0,24,37,188.502
1,26,1,2005,0,0,1,37,176.201
1,26,1,2005,0,0,2,36,173.968
1,26,1,2005,0,0,3,36,175.19
1,26,1,2005,0,0,4,37,176.228
1,26,1,2005,0,0,5,37,182.393
1,26,1,2005,0,0,6,37,203.848
1,26,1,2005,0,0,7,39,241.207
1,26,1,2005,0,0,8,41,237.801
1,26,1,2005,0,0,9,43,211.272
1,26,1,2005,0,0,10,48,194.202
1,26,1,2005,0,0,11,54,178.14
1,26,1,2005,0,0,12,48,160.999
1,26,1,2005,0,0,13,58,150.167
1,26,1,2005,0,0,14,55,143.37
1,26,1,2005,0,0,15,57,137.681
1,26,1,2005,0,0,16,57,138.674
1,26,1,2005,0,0,17,63,147.238
1,26,1,2005,0,0,18,59,170.963
1,26,1,2005,0,0,19,51,207.391
1,26,1,2005,0,0,20,55,211.959
1,26,1,2005,0,0,21,57,207.375
1,26,1,2005,0,0,22,54,199.737
1,26,1,2005,0,0,23,52,179.641
1,26,1,2005,0,0,24,50,156.759
1,27,1,2005,0,0,1,48,145.658
1,27,1,2005,0,0,2,46,144.164
1,27,1,2005,0,0,3,45,147.459
1,27,1,2005,0,0,4,43,153.132
1,27,1,2005,0,0,5,41,165.024
1,27,1,2005,0,0,6,39,193.275
1,27,1,2005,0,0,7,38,239.068
1,27,1,2005,0,0,8,38,242.247
1,27,1,2005,0,0,9,38,219.744
1,27,1,2005,0,0,10,41,204.217
1,27,1,2005,0,0,11,41,191.585
1,27,1,2005,0,0,12,39,178.515
1,27,1,2005,0,0,13,38,168.231
1,27,1,2005,0,0,14,43,159.999
1,27,1,2005,0,0,15,44,155.019
1,27,1,2005,0,0,16,43,158.445
1,27,1,2005,0,0,17,42,173.7
1,27,1,2005,0,0,18,38,209.266
1,27,1,2005,0,0,19,36,256.908
1,27,1,2005,0,0,20,35,272.766
1,27,1,2005,0,0,21,32,277.471
1,27,1,2005,0,0,22,32,269.044
1,27,1,2005,0,0,23,39,248.508
1,27,1,2005,0,0,24,38,227.858
1,28,1,2005,0,0,1,34,218.323
1,28,1,2005,0,0,2,30,219.089
1,28,1,2005,0,0,3,29,224.086
1,28,1,2005,0,0,4,27,231.11
1,28,1,2005,0,0,5,26,244.27
1,28,1,2005,0,0,6,23,273.204
1,28,1,2005,0,0,7,23,318.576
1,28,1,2005,0,0,8,23,321.908
1,28,1,2005,0,0,9,22,302.43
1,28,1,2005,0,0,10,27,286.116
1,28,1,2005,0,0,11,28,265.411
1,28,1,2005,0,0,12,32,245.734
1,28,1,2005,0,0,13,32,230.045
1,28,1,2005,0,0,14,32,219.938
1,28,1,2005,0,0,15,32,217.912
